,0
1599,Zfp82
1600,Zfp566
1601,Polr2i
1602,Alkbh6
1603,Sdhaf1
1604,U2af1l4
1605,Kmt2b
1606,Haus5
1607,Fxyd7
1608,Lsr
1609,Usf2
1610,4931406P16Rik
1611,Gpatch1
1612,C230052I12Rik
1613,Cep89
1614,Pdcd5
1615,Dpy19l3
1616,1600014C10Rik
1617,Zfp715
1618,Zfp719
1619,Zfp658
1620,Ctu1
1621,Nr1h2
1622,Josd2
1623,Akt1s1
1624,Pnkp
1625,Tbc1d17
1626,Cpt1c
1627,Irf3
1628,Prr12
1629,Scaf1
1630,Aldh16a1
1631,Bcat2
1632,Ppp1r15a
1633,Sphk2
1634,Car11
1635,Spty2d1
1636,Ptpn5
1637,E2f8
1638,Nipa1
1639,C230091D08Rik
1640,D7Ertd715e
1641,Magel2
